Processo;Sei!;Analise Tecnica;Ano;Via;UF;Regiao;Data Finalizacao;Descricao;Qtde Inicial;unid.;Preco Unitario Inicial;Mes Base Inicial;Ano Base Inicial;Preco Total Inicial;Qtde Final;unid.;Preco Unitario Final;Mes Base Final;Ano Base Final;Preco Total Final;Modalidade;Tipo de Indice;Indice Mês base Inicial;Indice Mês base Final;Indice Mês base Economia;Economia;Peso;Variacao Incial x Final;Variacao Ponderada
50606.003420/2015-91;3188922;AT n. 09/2019;2019;BR-356;MG;Sudeste;14/05/2019;Fornecimento e implantação de placa delineador em aço 030 x 090 m – película retro refletiva – Tipo II. ;6;;198,22;Janeiro;2017;1360,160096;6;und;138,6;Janeiro;2017;951,0553392;RODOVIÁRIO;IGP-DI;656,778;656,778;751,121;-409,104757;2,95E-05;-0,300776915;-8,86E-06
50606.003420/2015-91;3188922;AT n. 09/2019;2019;BR-356;MG;Sudeste;14/05/2019;Fornecimento e implantação de placa em aço de solo irregular simples – película retro refletiva – Tipo II. ;73,02;;431,04;Janeiro;2017;35995,70716;73,02;und;138,6;Janeiro;2017;11574,34348;RODOVIÁRIO;IGP-DI;656,778;656,778;751,121;-24421,36369;0,000779486;-0,678452116;-0,000528844
50606.003420/2015-91;3188922;AT n. 09/2019;2019;BR-356;MG;Sudeste;14/05/2019;Fornecimento e implantação de placa de advertência em aço lado de 100 m – película retro refletiva – Tipo II. ;18;;357,13;Janeiro;2017;7351,740115;18;und;364,94;Janeiro;2017;7512,513756;RODOVIÁRIO;IGP-DI;656,778;656,778;751,121;160,7736407;0,000159202;0,021868787;3,48E-06
50606.003420/2015-91;3188922;AT n. 09/2019;2019;BR-356;MG;Sudeste;14/05/2019;Bandeira apoiada em cone. ;6;;9,17;Janeiro;2017;62,9233583;6;und;9,89;Janeiro;2017;67,86390552;RODOVIÁRIO;IGP-DI;656,778;656,778;751,121;4,940547217;1,36E-06;0,078516903;1,07E-07
50606.003420/2015-91;3188922;AT n. 21/2019;2019;BR-356;MG;Sudeste;14/05/2019;Indenização de superficiário. ;2700;m²;0,37;Janeiro;2017;1142,501544;2700;m²;0,37;Janeiro;2017;1142,501544;RODOVIÁRIO;IGP-DI;656,778;656,778;751,121;0;2,47E-05;0;0
50606.003420/2015-91;3188922;AT n. 21/2019;2019;BR-356;MG;Sudeste;14/05/2019;Execução dos Serviços de Enrijecimento de Solo Mole - Tipo CPR Grouting - Excluso cimento areia e barro.;14573;m²;454,27;Janeiro;2017;7571018,881;14573;m²;392;Janeiro;2017;6533205,806;RODOVIÁRIO;IGP-DI;656,778;656,778;751,121;-1037813,075;0,163950115;-0,137077069;-0,022473801
50607.000146/2019-12;;AT n. 11/2019;2019;BR-356;RJ;Sudeste;01/03/2019;Destinação final de resíduos da Construção Civil - CTR CAMPOS;52,5;t;85,75;Janeiro;2018;5162,775665;52,5;t;85,75;Janeiro;2018;5162,775665;RODOVIÁRIO;IGP-DI;654,968;654,968;751,121;0;4,86E-05;0;0
50608.001289/2019-31;;AT n. 15/2019;2019;EF-265;SP;Sudeste;12/12/2019;Descarte de material de demolição. ;;m³;162,19;Março;2013;542257,7639;2258,4;m³;14,64;Março;2013;48946,62842;RODOVIÁRIO;IGP-DI;507,375;507,375;751,121;-493311,1355;0,852698756;-0,909735495;-0,775730326
50608.001289/2019-31;;AT n. 15/2019;2019;EF-265;SP;Sudeste;12/12/2019;Carga transporte e lançamento e colocação de lajotas pré-moldada.;;unid.;34,24;Março;2013;93673,46018;1848;und;29,23;Março;2013;79967,15073;RODOVIÁRIO;IGP-DI;507,375;507,375;751,121;-13706,30945;0,147301244;-0,146320093;-0,021553132
50615.001182/2019-02;3944490;AT n. 53/2019;2019;BR-135;MA;Nordeste;02/09/2019;Sub-base de solo melhorado com cimento – mistura na pista com distribuidor com cimento a granel. ;139734,91;m³;63,05;Janeiro;2016;10682562,18;139734,91;m³;52,48;Janeiro;2016;8891686,964;RODOVIÁRIO;IGP-DI;619,476;619,476;751,121;-1790875,214;0,575085716;-0,167644726;-0,096410087
50615.001182/2019-02;3944490;AT n. 53/2019;2019;BR-135;MA;Nordeste;02/09/2019;Base de solo lateritico com adição de areia e adição de cimento na pista com usina de solos. ;80376,18;m³;80,99;Janeiro;2016;7893037,745;80376,18;m³;81,03;Janeiro;2016;7896936,023;RODOVIÁRIO;IGP-DI;619,476;619,476;751,121;3898,277686;0,424914284;0,000493888;0,00020986
50616.000858/2019-22;3325029;AT n. 28/2019;2019;BR-280;SC;Sul;08/07/2019;Fornecimento e colocação de geotêxtil não tecido RT 16 (300 g/m2).;26040;m²;10,43;Maio;2012;425875,3003;26040;m²;10,51;Maio;2012;429141,8414;RODOVIÁRIO;IGP-DI;479,019;479,019;751,121;3266,541133;0,001003322;0,007670182;7,70E-06
50616.000858/2019-22;3325029;AT n. 28/2019;2019;BR-280;SC;Sul;08/07/2019;Terminal absorvedor de impacto – compr = 120 m.;2;unid.;11980,51;Maio;2012;37571,84016;2;unid.;10532,92;Maio;2012;33032,08183;RODOVIÁRIO;IGP-DI;479,019;479,019;751,121;-4539,758333;8,85E-05;-0,120828746;-1,07E-05
50616.000858/2019-22;3325029;AT n. 28/2019;2019;BR-280;SC;Sul;08/07/2019;Execução de passa fauna aéreo no Km 37 + 280. ;1;unid.;5985,75;Maio;2012;9385,89602;1;unid.;6054,16;Maio;2012;9493,165643;RODOVIÁRIO;IGP-DI;479,019;479,019;751,121;107,2696231;2,21E-05;0,01142881;2,53E-07
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Guincho manual de 20 t - Fornecimento e instalação.;33;unid.;108093,15;Outubro;2018;3780622,035;33;unid.;108093,1465;outubro;2018;3780621,914;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;-0,121365308;0,114624273;-3,21E-08;-3,68E-09
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Fornecimento e instalação de molinete compatível com amarra de ø 38 mm.;8;unid.;255778,92;Outubro;2018;2168731,985;8;unid.;255770,156;outubro;2018;2168657,676;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;-74,30935714;0,065753552;-3,43E-05;-2,25E-06
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Amarra de 38mm Grau 3 elos longos - Fornecimento e Instalação.;1920;m;669,98;Outubro;2018;1363371,513;1920;m;719,618905;outubro;2018;1464383,886;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;101012,3721;0,041335914;0,07409013;0,003062583
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Amarra de 32mm Grau 3 elos longos - Fornecimento e Instalação.;2117,5;m;481,27;Outubro;2018;1080098,488;2117,5;m;481,26857;outubro;2018;1080095,279;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;-3,209302133;0,03274739;-2,97E-06;-9,73E-08
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Cabo de aço galvanizado AA Ø 42 mm (6 x 19) - Fornecimento e Instalação.;12320;m;397,85;Outubro;2018;5194948,165;12320;m;397,850655;outubro;2018;5194956,718;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;8,552698374;0,157505074;1,65E-06;2,59E-07
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Poitas de 275 t (peso submerso) – Fornecimento.;89;unid.;22772,98;Outubro;2018;2148132,272;89;unid.;22844,76652;outubro;2018;2154903,759;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;6771,487101;0,065128991;0,003152267;0,000205304
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Lançamento De Poita De Concreto De 46 T (Peso Submerso = 275 T).;89;unid.;976,52;Outubro;2018;92113,29068;89;unid.;976,926025;outubro;2018;92151,59025;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;38,29957282;0,002792773;0,000415788;1,16E-06
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Equipamentos e acessórios do reforço do sistema de fundeio.;32;unid.;33478,38;Outubro;2018;1135443,586;32;unid.;31342,01441;outubro;2018;1062987,194;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;-72456,3916;0,034425392;-0,063813291;-0,002196798
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Manutenção de Guincho 20 T.;31;unid.;1044,18;Outubro;2018;34307,43212;31;unid.;9613,471196;outubro;2018;315858,8658;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;281551,4337;0,001040163;8,206718378;0,008536328
50600.022765/2019-28;4086651;AT n. 44/2019;2019;IP4;AM;Norte;20/09/2019;Manutenção de Molinete 20 T.;12;unid.;2104,78;Outubro;2018;26769,4287;12;unid.;23016,4562;outubro;2018;292732,4391;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;265963,0104;0,000811619;9,935326354;0,008063704
50600.008871/2018-18;;;2019;Hidrovia Rio Taquari;RS;Sul;01/04/2019;Dragagem de material de 2ª categoria com escavadeira hidráulica sobre pontão flutuante - capacidade da caçamba de 15 m³ - transporte com batelão sem propulsão com capacidade de 100 t - DMT 00 a 020mn;300000;m³;36,6;janeiro;2019;11816931,93;300000;m³;34,17;janeiro;2019;11032365,13;RODOVIÁRIO;IGP-DI;697,923;697,923;751,121;-784566,7918;0,298662438;-0,066393443;-0,019829227
50616.000217/2018-97;3746924;AT n. 41/2019;2019;BR-470;SC;Sul;02/08/2019;Placa de advertência para sinalização de obras montada em suporte metálico móvel L= 125 m e H= 080 m. ;2;unid.;67,45;Outubro;2018;142,9759853;2;unid.;67,47;Outubro;2018;143,0183799;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;0,042394658;3,37E-07;0,000296516;9,99E-11
50616.000217/2018-97;3746924;AT n. 41/2019;2019;BR-470;SC;Sul;02/08/2019;Placa de advertência para sinalização de obras montada em suporte metálico móvel L= 125 m e H= 040 m.;8;unid.;51,62;Outubro;2018;437,6824527;8;unid.;51,63;Outubro;2018;437,7672421;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;0,084789317;1,03E-06;0,000193723;2,00E-10
50616.000217/2018-97;3746924;AT n. 41/2019;2019;BR-470;SC;Sul;02/08/2019;Placa de advertência para sinalização de obras montada em suporte metálico móvel L= 150 m e H= 100 m.;6;unid.;83,3;Outubro;2018;529,721256;6;unid.;83,31;Outubro;2018;529,784848;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;0,063591988;1,25E-06;0,000120048;1,50E-10
50616.000217/2018-97;3746924;AT n. 41/2019;2019;BR-470;SC;Sul;02/08/2019;Placa de regulamentação para sinalização de obras montada em suporte metálico móvel R1 lado 025 m. ;2;unid.;40,59;Outubro;2018;86,03995911;2;unid.;40,58;Outubro;2018;86,01876178;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;-0,021197329;2,03E-07;-0,000246366;-4,99E-11
50616.000217/2018-97;3746924;AT n. 41/2019;2019;BR-470;SC;Sul;02/08/2019;Desgalhamento corte em toras e empilhamento de árvores. ;2713,23;m³;61,26;Outubro;2018;176163,0217;2713,23;m³;61,2;Outubro;2018;175990,4821;RODOVIÁRIO;IGP-DI;708,694;708,694;751,121;-172,5396883;0,000415024;-0,000979432;-4,06E-07
50607.000942/2019-55;4631779;AT n. 51/2019;2019;BR-101;RJ;Sudeste;09/12/2019;Tela metálica tipo SteelGrid HR 50 ou similar compreendendo fornecimento e montagem exclusive perfuração de tirante e placa de montagem. ;20230;m²;446,74;Julho;2018;9841729,773;20230;m²;196,55;Julho;2018;4330017,43;RODOVIÁRIO;IGP-DI;689,746;689,746;751,121;-5511712,342;0,092567153;-0,56003492;-0,051840838
50607.000942/2019-55;4631779;AT n. 51/2019;2019;BR-101;RJ;Sudeste;09/12/2019;Tirante de barra de aço 750 Mpa D= 32 mm – ancorado na rocha com resina de poliéster – carga de trabalho permanente de 260 kN – fornecimento e instalação. ;23384,9;m;125,52;Julho;2018;3196459,17;23384,9;m;107,76;Julho;2018;2744187,7;RODOVIÁRIO;IGP-DI;689,746;689,746;751,121;-452271,4696;0,030064545;-0,141491396;-0,004253874
50607.000942/2019-55;4631779;AT n. 51/2019;2019;BR-101;RJ;Sudeste;09/12/2019;Dreno sub-horizontal – DSH 01 – exclusive perfuração. ;944,15;m;89,24;Julho;2018;93721,12152;964,4;m;92,62;Julho;2018;97270,84576;RODOVIÁRIO;IGP-DI;689,746;689,746;751,121;3549,724235;0,000881501;0,037875392;3,34E-05
50607.000942/2019-55;4631779;AT n. 51/2019;2019;BR-101;RJ;Sudeste;09/12/2019;Grelha de concreto – TCC 01 – areia e brita comerciais. ;1;unid.;335,24;Julho;2018;365,0703361;1;unid.;290,2;Julho;2018;316,0225854;RODOVIÁRIO;IGP-DI;689,746;689,746;751,121;-49,04775068;3,43E-06;-0,134351509;-4,61E-07
50607.000942/2019-55;4631779;AT n. 51/2019;2019;BR-101;RJ;Sudeste;09/12/2019;Tela metálica de dupla torção integrada a uma geomanta tridimensional tipo MacMat-R ou similar fornecimento e colocação exclusive perfuração e tirante. ;1900;m²;165,92;Julho;2018;343299,4073;1900;m²;89,05;Julho;2018;184250,3147;RODOVIÁRIO;IGP-DI;689,746;689,746;751,121;-159049,0926;0,003228929;-0,463295564;-0,001495949
50607.000942/2019-55;4631779;AT n. 51/2019;2019;BR-101;RJ;Sudeste;09/12/2019;Sub-base de bica corrida. ;47,6;m³;134,66;Julho;2018;6980,174446;47,6;m³;90,45;Julho;2018;4688,525016;RODOVIÁRIO;IGP-DI;689,746;689,746;751,121;-2291,64943;6,57E-05;-0,328308332;-2,16E-05
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Aquisição carga manobra e descarga de material de jazida comercial. ;3084,81;m³;44,14;Novembro;2017;158217,5024;3084,81;m³;37,38;Novembro;2017;133986,6389;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;-24230,86353;0,001488127;-0,153149071;-0,000227905
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Taxa para recebimento de resíduos sólidos em bota fora comercial. ;6541,15;t;58,7;Novembro;2017;446155,2269;6541,15;t;58,7;Novembro;2017;446155,2269;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;0;0,004196348;0;0
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Fornecimento e colocação de barreira de siltagem. ;100;m;12,87;Novembro;2017;1495,451465;100;m;12,88;Novembro;2017;1496,613432;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;1,16196695;1,41E-05;0,000777001;1,09E-08
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Pavimento de concreto com equipamento de pequeno porte espessura de 021 m com agente de cura e com tela soldada – concreto usinado – areia e brita comerciais. ;3364;m²;127,62;Novembro;2017;498848,3075;3364;m²;127,53;Novembro;2017;498496,5104;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;-351,7971139;0,004691956;-0,000705219;-3,31E-06
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Barra de transferência Ø 32 mm – aço CA-25 – fornecimento dobragem e colocação. ;3465;kg;10,29;Novembro;2017;41429,75732;3465;kg;6,83;Novembro;2017;27499,05175;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;-13930,70557;0,000389671;-0,336248785;-0,000131026
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Fornecimento e implantação de placa de regulamentação em aço D= 050 m – película retrorrefletiva tipo I e SI. ;10;unid.;189,08;Novembro;2017;2197,04711;10;unid.;189,08;Novembro;2017;2197,04711;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;0;2,07E-05;0;0
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Fornecimento e implantação de suporte metálico galvanizado para placa de regulamentação – D= 050 m.  ;10;unid.;220,32;Novembro;2017;2560,045585;10;unid.;219,15;Novembro;2017;2546,450572;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;-13,59501332;2,41E-05;-0,005310458;-1,28E-07
50607.001171/2019-13;4714221;AT n. 53/2019;2019;BR-101;RJ;Sudeste;20/12/2019;Guarda corpo metálico. ;1884,8;m;326,94;Novembro;2017;716023,2212;1884,8;m;349,26;Novembro;2017;764905,7021;RODOVIÁRIO;IGP-DI;646,422;646,422;751,121;48882,48088;0,006734612;0,068269407;0,000459768
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Escavação carga e transporte de material de 1ª categoria DMT 21.000 a 22.000 c/e.;286;m³;39,07;Novembro;2016;12941,02031;286;m³;20,7;Novembro;2016;6856,389059;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-6084,631256;0,003472038;-0,470181725;-0,001632489
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Escavação carga e transporte de material de 1ª categoria DMT 19.300 a 20.300m c/e.;800;m³;36,88;Novembro;2016;34169,60623;800;m³;19,39;Novembro;2016;17964,98549;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-16204,62074;0,009167605;-0,474240781;-0,004347652
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Escavação carga e transporte de material de 1ª categoria DMT 17.750 a 18.750 c/e.;123;m³;34,87;Novembro;2016;4967,251315;123;m³;18,2;Novembro;2016;2592,600342;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-2374,650973;0,001332699;-0,478061371;-0,000637112
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Boca de lobo combinada – chapéu e grelha simples – BLC 02.;4;unid.;2241,81;Novembro;2016;10385,27182;4;unid.;2242,01;Novembro;2016;10386,19833;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0,926507761;0,002786338;8,92E-05;2,49E-07
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Estacas pré-moldadas centrifugadas D= 26 cm – cravada.;3800;m;163,81;Novembro;2016;720913,3726;3800;m;163,81;Novembro;2016;720913,3726;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,193418944;0;0
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Lançamento de viga pré-moldada de até 500 kN com  utilização de guindaste.;108;unid.;2549,84;Novembro;2016;318930,2842;108;unid.;2549,84;Novembro;2016;318930,2842;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,08556806;0;0
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Fornecimento corte e colocação de cabos de aço Ø 152 mm – aço CP-190 RB.;7423,56;kg;8,88;Novembro;2016;76345,64409;7423,56;kg;8,88;Novembro;2016;76345,64409;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,020483312;0;0
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Piso com placa cimentícia de alta resistência podotátil direcional 25x25 E=35cm assentado argamassa de cimento e areia peneirada traço 1:3;237;m²;86,71;Novembro;2016;23799,98081;237;m²;87,95;Novembro;2016;24140,33343;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;340,352626;0,006385465;0,014300542;9,13E-05
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Sinalização visual para escadas (PNE – 3 x 20 cm);480;unid.;3,58;Novembro;2016;1990,138671;480;unid.;7,42;Novembro;2016;4124,812552;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;2134,673881;0,000533948;1,072625698;0,000572727
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Sinalização em braile para corrimão (PNE – 3 x 10 cm).;240;unid.;7,99;Novembro;2016;2220,839103;240;unid.;8,93;Novembro;2016;2482,114292;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;261,2751886;0,000595845;0,117647059;7,01E-05
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Tubulação de drenagem urbana d=060m s/ berço – aquisição comercial;61,9;unid.;330,79;Novembro;2016;23713,85149;61,9;unid.;330,75;Novembro;2016;23710,98395;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-2,86754152;0,006362357;-0,000120923;-7,69E-07
50009.000026/2018-83;2608542;AT n. 01/2019;2019;BR-174;RR;Norte;24/01/2019;Tubulação de drenagem urbana d=080m s/ berço – aquisição comercial;34,4;unid.;396,36;Novembro;2016;15790,91649;34,4;unid.;396,32;Novembro;2016;15789,3229;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-1,593593349;0,004236657;-0,000100918;-4,28E-07
50607.000539/2019-26;3690176;AT n. 43/2019;2019;BR-101;RJ;Sudeste;24/07/2019;Tela metálica tipo Steelgrid HR50PVC ou similar compreendendo fornecimento e montagem exclusive perfuração e tirante.;15597,25;m²;171,23;Março;2018;3040985,518;15597,25;m²;136,2;Março;2018;2418864,846;RODOVIÁRIO;IGP-DI;659,665;659,665;751,121;-622120,6723;0,028602225;-0,204578637;-0,005851404
50607.000539/2019-26;3690176;AT n. 43/2019;2019;BR-101;RJ;Sudeste;24/07/2019;Tela metálica de dupla torção integrada a uma geomanta tridimensional tipo Macmat- R ou similar fornecimento e colocação exclusive perfuração e tirante.;2520;m²;70,5;Março;2018;202290,7944;2520;m²;57,27;Março;2018;164328,99;RODOVIÁRIO;IGP-DI;659,665;659,665;751,121;-37961,80439;0,001902662;-0,187659574;-0,000357053
50607.000539/2019-26;3690176;AT n. 43/2019;2019;BR-101;RJ;Sudeste;24/07/2019;Tela metálica tipo HEA 300 ou similar compreendendo fornecimento e montagem exclusive perfuração e tirante.  ;2400;m²;360,35;Março;2018;984741,4758;2400;m²;317,67;Março;2018;868108,2964;RODOVIÁRIO;IGP-DI;659,665;659,665;751,121;-116633,1794;0,009262062;-0,118440405;-0,001097002
50607.000539/2019-26;3690176;AT n. 43/2019;2019;BR-101;RJ;Sudeste;24/07/2019;Barreira de siltagem.;235;m;17,01;Março;2018;4551,542873;235;m²;11,45;Março;2018;3063,795761;RODOVIÁRIO;IGP-DI;659,665;659,665;751,121;-1487,747112;4,28E-05;-0,326866549;-1,40E-05
50607.000539/2019-26;3690176;AT n. 43/2019;2019;BR-101;RJ;Sudeste;24/07/2019;Barreira de proteção de drenagem. ;8;unid.;159,08;Março;2018;1449,078895;8;unid. ;159;Março;2018;1448,350166;RODOVIÁRIO;IGP-DI;659,665;659,665;751,121;-0,728729643;1,36E-05;-0,000502892;-6,85E-09
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Sistema de tela metálica resistência a tração ? 60 kn/m com cabos de aço resistência a tração nominal ? 1770 kn/m – exclusive barras de aço e porca inclusive fornecimento e instalação. ;12748;m²;154,07;Maio;2018;2180103,309;12748;m²;132,54;Maio;2018;1875452,019;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-304651,2899;0,020505131;-0,139741676;-0,002865421
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Chumbador de aço CA-50 – D= 32 mm – ancorado na rocha com injeção de nata de cimento com capacidade de 350 Kn – exceto perfuração e ancoragem. ;4853;m;149,22;Maio;2018;803811,5895;4853;m;108,38;Maio;2018;583816,513;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-219995,0765;0,007560312;-0,273689854;-0,002069181
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Chumbador de aço CA-50 – D= 25 mm – ancorado na rocha com injeção de nata de cimento – fornecimento perfuração e instalação – exceto ancoragem. ;36216;m;126,9;Maio;2018;5101278,572;36216;m;94,69;Maio;2018;3806462,317;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-1294816,255;0,047980471;-0,253821907;-0,012178495
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Revestimento superficial com geomanta reforçada composta por filamentos de polipropileno – inclusive fornecimento e instalação. ;215;m²;28,37;Maio;2018;6770,406306;215;m²;28,37;Maio;2018;6770,406306;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;0;6,37E-05;0;0
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Sistema de tela metálica resistência a tração ? 89 kn/m com cabos de aço resistência a tração nominal ? 1770 kn/m – exclusive barras de aço e porca. Inclusive fornecimento e instalação. ;19772;m²;187,17;Maio;2018;4107747,867;19772;m²;160,9;Maio;2018;3531210,3;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-576537,5673;0,038635741;-0,140353689;-0,005422669
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Sistema de tela metálica resistência a tração ? 118 kn/m com cabos de aço resistência a tração nominal ? 1770 kn/m – exclusive barras de aço e porca. Inclusive fornecimento e instalação. ;4833;m²;237,51;Maio;2018;1274135,545;4833;m²;204,03;Maio;2018;1094530,231;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-179605,3136;0,011983981;-0,140962486;-0,001689292
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Canaleta de concreto – seção de 40 x 60 cm – espessura de 10 cm – apoiada em toda a extensão. ;177;m;190,82;Maio;2018;37489,88382;177;m;241,24;Maio;2018;47395,7634;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;9905,879584;0,000352614;0,264228068;9,32E-05
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Caixa CTD 05 – areia de brita comerciais. ;1;unid.;12732,41;Maio;2018;14132,77848;1;UNID.;12732,41;Maio;2018;14132,77848;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;0;0,000132927;0;0
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Destinação de material inerte em local licenciado (material de 1ª categoria) – CTR Seropédica. ;6478,43;t;108,57;Maio;2018;686027,0773;5692,65;t;108,57;Maio;2018;686027,0773;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;0;0,006452481;0;0
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Destinação de material inerte em local licenciado (material de 3ª categoria) – CTR Seropédica. ;24279,45;t;109,9;Maio;2018;2995959,363;24559,6;t;109,85;Maio;2018;2994596,324;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-1363,038837;0,028178728;-0,000454959;-1,28E-05
50607.000156/2019-58;3892137;AT n. 35/2019;2019;BR-101;RJ;Sudeste;23/08/2019;Destinação de material inerte em local licenciado (material demolido) – CTR Seropédica – exclusive carga e descarga. ;5122,2;t;107,6;Maio;2018;615657,7387;5154,78;t;107,55;Maio;2018;615371,6524;RODOVIÁRIO;IGP-DI;676,695;676,695;751,121;-286,0863098;0,005790617;-0,000464684;-2,69E-06
